"Club_A","Club_B","Result_A","Result_B","Winner","Elo_A","Elo_B","Round","Stage","Penalty","seed"
"Brugge","Olympiakos",0,5,"Olympiakos",1747.07775879,1670.36560059,2,"Knockout","",64
"Feyenoord","St Gillis",4,2,"Feyenoord",1738.36352539,1730.55700684,2,"Knockout","",64
"Real Madrid","Juventus",2,1,"Real Madrid",1936.12731934,1805.84667969,2,"Knockout","",64
"Crystal Palace","Barcelona",2,2.2,"Barcelona",1835.04040527,1945.43041992,2,"Knockout","Penalty",64
"PSV","Atletico",3,6,"Atletico",1797.03527832,1855.34960938,2,"Knockout","",64
"Bilbao","Paris SG",2,4,"Paris SG",1789.30895996,1974.93762207,2,"Knockout","",64
"Leverkusen","Man City",4,3,"Leverkusen",1848.78601074,1959.94421387,2,"Knockout","",64
"Bayern","Inter",1,2,"Inter",1918.99780273,1933.2421875,2,"Knockout","",64
"Inter","Leverkusen",3,4,"Leverkusen",1933.2421875,1848.78601074,3,"Knockout","",64
"Paris SG","Real Madrid",5,2,"Paris SG",1974.93762207,1936.12731934,3,"Knockout","",64
"Atletico","Feyenoord",3,4,"Feyenoord",1855.34960938,1738.36352539,3,"Knockout","",64
"Olympiakos","Barcelona",1,3,"Barcelona",1670.36560059,1945.43041992,3,"Knockout","",64
"Barcelona","Feyenoord",4,3,"Barcelona",1945.43041992,1738.36352539,4,"Knockout","",64
"Leverkusen","Paris SG",1,4,"Paris SG",1848.78601074,1974.93762207,4,"Knockout","",64
"Barcelona","Paris SG",3,4,"Paris SG",1945.43041992,1974.93762207,5,"Knockout","",64
"Liverpool","Benfica",2,1,"Liverpool",1993.41796875,1791.48046875,1,"Knockout","",65
"Arsenal","Ferencvaros",7,1,"Arsenal",1993.3404541,1499.69836426,1,"Knockout","",65
"Paris SG","Dynamo Kyiv",4,1,"Paris SG",1974.93762207,1507.01538086,1,"Knockout","",65
"Man City","Crvena Zvezda",4,1,"Man City",1959.94421387,1580.66638184,1,"Knockout","",65
"Barcelona","Larnaca",6,1,"Barcelona",1945.43041992,1423.25964355,1,"Knockout","",65
"Real Madrid","Lyon",3,3.2,"Lyon",1936.12731934,1744.62866211,1,"Knockout","Penalty",65
"Inter","Lille",3,2,"Inter",1933.2421875,1782.04833984,1,"Knockout","",65
"Bayern","Ajax",6,0,"Bayern",1918.99780273,1663.94873047,1,"Knockout","",65
"Chelsea","Slavia Praha",3,2,"Chelsea",1902.8013916,1694.71618652,1,"Knockout","",65
"Atletico","Brugge",6,1,"Atletico",1855.34960938,1747.07775879,1,"Knockout","",65
"Leverkusen","Freiburg",4,0,"Leverkusen",1848.78601074,1684.3404541,1,"Knockout","",65
"Atalanta","Salzburg",4,0,"Atalanta",1842.22375488,1558.85534668,1,"Knockout","",65
"Napoli","St Gillis",1,3,"St Gillis",1838.37182617,1730.55700684,1,"Knockout","",65
"Dortmund","Sporting",4,3,"Dortmund",1818.35009766,1788.60021973,1,"Knockout","",65
"Juventus","Hajduk",4,4.2,"Hajduk",1805.84667969,1435.51623535,1,"Knockout","Penalty",65
"PSV","Villarreal",0,3,"Villarreal",1797.03527832,1785.54626465,1,"Knockout","",65
"Hajduk","Villarreal",0,4,"Villarreal",1435.51623535,1785.54626465,2,"Knockout","",65
"Dortmund","Liverpool",3,2,"Dortmund",1818.35009766,1993.41796875,2,"Knockout","",65
"Bayern","Arsenal",2,6,"Arsenal",1918.99780273,1993.3404541,2,"Knockout","",65
"Barcelona","Atalanta",4,7,"Atalanta",1945.43041992,1842.22375488,2,"Knockout","",65
"Lyon","Chelsea",4,9,"Chelsea",1744.62866211,1902.8013916,2,"Knockout","",65
"Paris SG","Man City",2,5,"Man City",1974.93762207,1959.94421387,2,"Knockout","",65
"Leverkusen","Inter",3,3.2,"Inter",1848.78601074,1933.2421875,2,"Knockout","Penalty",65
"Atletico","St Gillis",4,4.2,"St Gillis",1855.34960938,1730.55700684,2,"Knockout","Penalty",65
"Villarreal","Man City",1,4,"Man City",1785.54626465,1959.94421387,3,"Knockout","",65
"St Gillis","Atalanta",0,2,"Atalanta",1730.55700684,1842.22375488,3,"Knockout","",65
"Arsenal","Chelsea",2,5,"Chelsea",1993.3404541,1902.8013916,3,"Knockout","",65
"Dortmund","Inter",3,1,"Dortmund",1818.35009766,1933.2421875,3,"Knockout","",65
"Chelsea","Man City",1,4,"Man City",1902.8013916,1959.94421387,4,"Knockout","",65
"Atalanta","Dortmund",1,4,"Dortmund",1842.22375488,1818.35009766,4,"Knockout","",65
"Man City","Dortmund",5,7,"Dortmund",1959.94421387,1818.35009766,5,"Knockout","",65
"Liverpool","St Gillis",5,3,"Liverpool",1993.41796875,1730.55700684,1,"Knockout","",66
"Arsenal","Elfsborg",7,2,"Arsenal",1993.3404541,1522.04467773,1,"Knockout","",66
"Paris SG","Feyenoord",5,2,"Paris SG",1974.93762207,1738.36352539,1,"Knockout","",66
"Barcelona","Brugge",5,2,"Barcelona",1945.43041992,1747.07775879,1,"Knockout","",66
"Real Madrid","Stuttgart",4,3,"Real Madrid",1936.12731934,1719.31469727,1,"Knockout","",66
"Inter","Slaven Belupo",8,0,"Inter",1933.2421875,1324.84362793,1,"Knockout","",66
"Bayern","Salzburg",4,1,"Bayern",1918.99780273,1558.85534668,1,"Knockout","",66
"Chelsea","Zenit",0,2,"Zenit",1902.8013916,1654.94470215,1,"Knockout","",66
"Atletico","Fiorentina",1.2,1,"Atletico",1855.34960938,1756.97180176,1,"Knockout","Penalty",66
"Leverkusen","Monaco",4,2,"Leverkusen",1848.78601074,1762.12561035,1,"Knockout","",66
"Napoli","Crvena Zvezda",5,6,"Crvena Zvezda",1838.37182617,1580.66638184,1,"Knockout","",66
"Forest","RB Leipzig",3,0,"Forest",1802.86816406,1716.37438965,1,"Knockout","",66
"PSV","Paksi",6,0,"PSV",1797.03527832,1378.65771484,1,"Knockout","",66
"Benfica","Milan",4,1,"Benfica",1791.48046875,1786.90795898,1,"Knockout","",66
"Bilbao","Celje",5,1,"Bilbao",1789.30895996,1379.47290039,1,"Knockout","",66
"Sporting","Lille",3,4,"Lille",1788.60021973,1782.04833984,1,"Knockout","",66
"Paris SG","Leverkusen",5,2,"Paris SG",1974.93762207,1848.78601074,2,"Knockout","",66
"Barcelona","Real Madrid",3,1,"Barcelona",1945.43041992,1936.12731934,2,"Knockout","",66
"Atletico","Bayern",6,2,"Atletico",1855.34960938,1918.99780273,2,"Knockout","",66
"Inter","Benfica",2,2.2,"Benfica",1933.2421875,1791.48046875,2,"Knockout","Penalty",66
"Crvena Zvezda","Lille",1,4,"Lille",1580.66638184,1782.04833984,2,"Knockout","",66
"Zenit","Arsenal",3,4,"Arsenal",1654.94470215,1993.3404541,2,"Knockout","",66
"Bilbao","Forest",5,2,"Bilbao",1789.30895996,1802.86816406,2,"Knockout","",66
"PSV","Liverpool",3.2,3,"PSV",1797.03527832,1993.41796875,2,"Knockout","Penalty",66
"Benfica","Barcelona",4,3,"Benfica",1791.48046875,1945.43041992,3,"Knockout","",66
"Bilbao","Arsenal",1,3,"Arsenal",1789.30895996,1993.3404541,3,"Knockout","",66
"Lille","Atletico",4,3,"Lille",1782.04833984,1855.34960938,3,"Knockout","",66
"Paris SG","PSV",1,3,"PSV",1974.93762207,1797.03527832,3,"Knockout","",66
"PSV","Benfica",7,3,"PSV",1797.03527832,1791.48046875,4,"Knockout","",66
"Lille","Arsenal",1,4,"Arsenal",1782.04833984,1993.3404541,4,"Knockout","",66
"Arsenal","PSV",4,8,"PSV",1993.3404541,1797.03527832,5,"Knockout","",66
"Liverpool","Bodoe Glimt",4,2,"Liverpool",1993.41796875,1616.89807129,1,"Knockout","",67
"Arsenal","Feyenoord",8,3,"Arsenal",1993.3404541,1738.36352539,1,"Knockout","",67
"Paris SG","Yverdon Sport",6,0,"Paris SG",1974.93762207,1298.96765137,1,"Knockout","",67
"Man City","Lille",5,3,"Man City",1959.94421387,1782.04833984,1,"Knockout","",67
"Barcelona","Razgrad",5,0,"Barcelona",1945.43041992,1472.64929199,1,"Knockout","",67
"Real Madrid","Brugge",4,1,"Real Madrid",1936.12731934,1747.07775879,1,"Knockout","",67
"Inter","Sporting",2,3,"Sporting",1933.2421875,1788.60021973,1,"Knockout","",67
"Bayern","Salzburg",5,0,"Bayern",1918.99780273,1558.85534668,1,"Knockout","",67
